sentence,claim_ground_truth,claim_prediction
 Lo digo porque son o no eso no entienden los expertos son ya meter a un solo enemigo de esa policía patriótica sonó a lo que tiene que sonar.,0,0
" Son las comunidades autónomas las competentes en el ámbito sanitario, en el ámbito de la dependencia y en el ámbito de la gestión de las residencias de mayores.",1,1
 Nos está anunciando China.,0,0
" Por tanto, no la veo muy optimista de cara a llegar a un acuerdo en los presupuestos.",0,0
 Le deuxième vice-président Pablo Iglesias a dit.,0,0
" Lundi, nous présenterons également une campagne internationale.",0,0
 Health is the important thing.,0,0
 I had discussed it with the president of my party and put it on the electoral program.,1,0
 Muchas gracias a vosotros.,0,0
" Ver si por ejemplo, los TC res que se están haciendo son insuficientes si aparecen muchos casos asintomÃticos o no aparecen.",0,0
 But the truth is that the state of alarm remains the only legal means of confining the population.,0,0
 Qué análisis hace usted?,0,0
 Salvo aquellos que son inviolables según la Constitución.,0,0
" Occupez une maison, un chalet dans la Sierra de Madrid et déjà vu quand notre partenaire vous demande si vous leur montrez les Écritures, le vrai propriétaire de cette propriété dit que les Écritures ne me servent pas.",0,0
" Estas campañas de publicidad de promoción de la ciudad de Madrid, por lo tanto, se están enfocando en los posicionamientos de aquellas de aquellos países que responderían mejor.",0,0
" Hoteliers, hoteliers are very concerned that tourism still needs to be incentivized and certainly the key is the tax drop and not the tax hike.",0,0
 Qué quiero decir con esto?,0,0
 There can be no greater commitment to our healthcare professionals to whom I want to pay homage and all my recognition.,0,0
" Alongside this, we need to make a recovery on a much stronger foundation in digital.",0,0
 He's imposing himself again.,0,0
 We know that we have a very strong industrial weight and therefore we want to enhance the least polluting solutions.,0,0
 Pues quizá nos convertimos o somos un poco más impulsivos que hemos perdido.,0,0
" Et la bonne direction, parce que finalement.",0,0
" Pensamos que no hay alternativa a la izquierda si no es en la coalición de Ciudadanos que lidera Carlos Iturgaiz, porque el PNV ha hecho presidente del Gobierno Pedro Sánchez hace dos años en una moción de censura y el PNV le ha vuelto a hacer presidente del Gobierno en la investidura de enero.",0,0
" For example, in job inspections.",0,0
 Rather I think it's in a place that we'd probably like to be to many of us and a lot of us right now you won't go on.,0,0
 I don't want more than millions.,0,0
 Y en breve.,0,0
 Por qué no han podido rentabilizar su presencia en el gobierno y centrifugado el voto a Bildu y al benegá?,0,0
" Inmediatamente surgió la pregunta bueno, entonces y qué hacemos?",0,0
 Cette loi de stabilité budgétaire est si mauvaise qu’elle a permis aux mairies dans leur ensemble d’économiser 15 milliards d’euros.,1,1
" J’insiste encore sur la tactique de Calabar, une commission plus large.",0,0
" In addition, President Casado has been very clear in this regard since his arrival in the presidency of the People's Party.",0,0
" Lo que vamos a seguir haciendo es ejerciendo una oposición firme y responsable, denunciando todo lo que hace mal el Gobierno de España, como estoy haciendo en estos momentos.",0,0
 Qué opina del acuerdo final?,0,0
" Et tout cela mérite certainement le soutien européen et le résultat de cette relation qui a été véritablement historique, non seulement pour la PAC, mais pour tous les résultats du Conseil européen.",0,0
" The difference is obvious, despite having such a low cumulative incidence.",0,0
 Et qu’est-ce que j’ai fait ?,0,0
 In the senior residence we are much better prepared and there will be no such problem.,0,0
 I wanted to know how the negotiations with the groups went.,0,0
" Et les autorités sanitaires sont alliées au gouvernement, ainsi qu’à foreign health, afin que leurs réouvertures soient effectivement contrôlées et que les habitants soient calmes.",0,0
" Eh bien, merci beaucoup, ministre, nous avons 40 minutes et beaucoup d’affaires, la vérité est que vous avez donné un examen très intense et très précis des grands défis que le monde a et nous allons essayer de parler de certains d’entre eux.",0,0
" Nosotros hemos llevado a cabo enmiendas, enmiendas vivas que como usted decía en el pleno de la semana del 20, llevaremos para que sean votadas, porque consideramos que son positivas para los españoles en materia sanitaria, pero también por ejemplo en materia económica.",0,0
 Mais nous ne sommes pas les serviteurs des citoyens.,0,0
 Y todo ha terminado siempre archivado.,0,0
 Pero podrían acompañarlo con otras medidas para facilitar esas mascarillas de una forma mucho más asequible.,0,0
" John, je pense que oui.",0,0
" This is the place of the word where he was born, which we no longer have left.",0,0
 Mieux vaut fermer ce groupe ou fermer.,0,0
" Y para eso todos los sectores económicos todas las actividades económicas, se han preparado que podamos disfrutar de unas vacaciones, podamos viajar y trasladar confianza.",0,0
 Lo decíamos el otro día también en Gernika.,0,0
" Yo creo que tenemos que pasar y seguro que lo compartís conmigo, de los planes de resistencia del Kobi a los planes de reactivación de relanzamiento.",0,0
 Je comprends également que vous entrepreniez un examen du calendrier hypothétique que vous aviez sur la table lorsque vous avez pris la relève en tant que quatrième vice-président pour l’avancer.,0,0
" No, no, it's not good.",0,0
" Epi médicaments, masques ou vais-je vous donner un exemple?",0,0
 La verdad es que agradezco mucho el enfoque constructivo de Estefan en momentos tan difíciles con los que estamos atravesando.,0,0
" La situation, comme je l’ai dit tout à l’heure, la situation actuelle.",0,0
 It's not about it.,0,0
 Qué va a pasar con la vacunas del neumococo?,0,0
 No hay por qué en Castilla y León había una ejecución del 80 por ciento y en Andalucía había años.,1,1
 Ministro hasta mañana.,0,0
 Ce départ est l’une des régions les plus dévastées socialement de l’Espagne et avec un taux de chômage,1,1
 Le programme est de Ursula van der Leyen du Parti populaire européen.,0,0
 Where's the problem?,0,0
 Eso nos ha dado una imagen muy buena de cara a empezar a recuperar al turista y yo creo que la colaboración público privada que hemos mantenido en estos meses y que nos va a dar mejores resultados probablemente de lo que esperábamos era bueno.,0,0
" Well, it would be very easy to say yes, but what I am very clear about is that the right of expression is a fundamental right of citizens.",0,0
 Telles sont nos questions des îles Canaries.,0,0
" Son los presupuestos más importantes de la democracia, son los presupuestos en los que tenemos la obligación de dialogar y el Gobierno la responsabilidad de conseguir ese consenso.",0,0
" In addition, in another order of things, today there will be many Spaniards who wonder where the Government of Spain is.",0,0
 He said very elementary things.,0,0
 He asked me about the UK's decision to impose this fourteen-day quarantine on all those returning to the UK from Spain.,0,0
 We don't have to move.,0,0
 Esta mañana leí alguna información que apuntaba a coaliciones provinciales únicamente Lérida y en Gerona.,1,1
 Do we behave well for people to understand?,0,0
 Y esa es mi preocupación.,0,0
 Estamos trasladando esa imagen de país seguro al exterior.,0,0
" Era o mais importante que las mujeres que traballando supermercados con salarios de miseria a reponedora as cacheiras, a gente que nos caida. a sanitarias o sanitarios, os ensin.",0,0
 En eso nos hemos emplazado en fechas próximas.,0,0
" Just 12 years ago, the economic crisis began to be talked about.",1,1
 Porque lo que hemos visto es que con la estructura que tienen han sido incapaces.,0,0
 Bueno ya la vicepresidenta primera efectivamente ha señalado la importancia de tener estos contactos con todos los grupos parlamentarios.,0,0
 Nous ne devrions pas attendre octobre pour que cet effondrement des centres de santé soit planifié pour lequel nous allons vacciner.,0,0
 Esto es para paliar la situación de necesidad.,0,0
 We have to play the game.,0,0
" Le maintien des capacités productives est très important et l’emploi et espérons que la volonté de Nissan est dans cette résolution, comme je l’ai dit, parce qu’elle nous donne le temps de chercher des alternatives.",0,0
" Désolé, ce sera Dani Hernandez de Radio Nacional, qui posera la prochaine question.",0,0
" Si la agenda principal se oculta por una agenda paralela, porque hablamos de nosotros mismos más que de los españoles, entonces, por sólidas que sean nuestras convicciones, nuestra tarea política fracasará.",0,0
" Bien sûr que si, bien sûr que si.",0,0
" Bien sûr, je vous dis qu’en ce moment où nous trouvons que ces propositions ridicules sont absurdes sont irréalisables dans les budgets, ce qui se passe.",0,0
